2C-1-2-1_0_0_1--0.67_-0.33,1,0.000300069
2C-1-2-1_0_0_1-0_0,1,0.000300069
1C2H2O2Ti3-1-2--1_0_0_-1-Iz--0.33_-0.67,0,0.0
1C2H2O2Ti3-1-2--1_0_0_-1-Iz--0.67_-0.33,1,0.0
1C2H2O2Ti3-1-2-1_0_0_1--0.67_-0.33,0,0.0
1C2F2Hf3-1-2--1_0_0_-1-Iz--0.33_-0.67,1,0.0
1C2F2Hf3-1-2--1_0_0_-1-Iz--0.67_-0.33,0,0.0
1C2F2Hf3-1-2-1_0_0_1--0.67_-0.33,1,0.0
1C2F2Ti3-1-2--1_0_0_-1-Iz--0.33_-0.67,1,0.0
1C2F2Ti3-1-2--1_0_0_-1-Iz--0.67_-0.33,1,0.0
1C2F2Ti3-1-2--1_0_0_-1-Iz-0_0,0,0.0
1C2F2Ti3-1-2-1_0_0_1--0.67_-0.33,1,0.0
1C2F2Ti3-1-2-1_0_0_1-0_0,0,0.0
1C2F2Zr3-1-2--1_0_0_-1-Iz--0.33_-0.67,1,0.0
1C2F2Zr3-1-2--1_0_0_-1-Iz--0.67_-0.33,0,0.0
1C2F2Zr3-1-2-1_0_0_1--0.67_-0.33,1,0.0
1C2O2Nb3-1-2--1_0_0_-1-Iz--0.33_-0.67,1,0.0
1C2O2Nb3-1-2--1_0_0_-1-Iz--0.67_-0.33,0,0.0
1C2O2Nb3-1-2-1_0_0_1--0.67_-0.33,0,0.0
1C2O2Ta3-1-2--1_0_0_-1-Iz--0.33_-0.67,1,0.0
1C2O2Ta3-1-2--1_0_0_-1-Iz--0.67_-0.33,0,0.0
1C2O2Ta3-1-2-1_0_0_1--0.67_-0.33,1,0.0
1F2N2Sc3-1-2--1_0_0_-1-Iz--0.33_-0.67,1,0.0
1F2N2Sc3-1-2--1_0_0_-1-Iz--0.67_-0.33,0,0.0
1F2N2Sc3-1-2-1_0_0_1--0.67_-0.33,1,0.0
1F2N2Y3-1-2--1_0_0_-1-Iz--0.33_-0.67,1,0.0
1F2N2Y3-1-2-1_0_0_1--0.67_-0.33,0,0.0
1N2O2Hf3-1-2--1_0_0_-1-Iz--0.33_-0.67,1,0.319780037
1N2O2Hf3-1-2--1_0_0_-1-Iz--0.67_-0.33,0,0.319780037
1N2O2Hf3-1-2-1_0_0_1--0.67_-0.33,0,0.319780037
