1As12Br12Te12Mo19S38-1,1.122,1.58038944,1.237282246
1As12Br12Te12W19S38-1,0.456,1.533624078,1.237282246
1Cl12Sb12Se12Mo19S38-1,1.024,1.58038944,1.17164036
1Cl12Sb12Se12W19S38-1,0.238,1.533624078,1.17164036
1Cl12Sb12Te12W19Se38-1,0.0,1.237876337,1.254939468
1Cl12Sb12Se12B31N31-1,0.403,4.666851528,1.17164036
2In12Se12H13Si13-1,0.867,2.171198904,1.404067454
1Mo12W13Se24S26-1,1.309,1.321438186,1.533624078
1Pt12W13Se24Te26-1,0.448,0.727112918,1.166654501
1W12Mo13Se24S26-1,0.658,1.58038944,1.237876337
1Mo12B19N19S24-1,1.662,4.666851528,1.58038944
1W12B19N19S24-1,1.641,4.666851528,1.533624078
1Cd12Mo19Br24S38-1,1.642,1.58038944,3.069156178
1Cd12W19Br24S38-1,1.624,1.533624078,3.069156178
1Mg12Mo19I24Se38-1,1.368,1.321438186,3.272822082
1Mg12W19I24Se38-1,1.293,1.237876337,3.272822082
1Cd12Br24B31N31-1,1.919,4.666851528,3.069156178
2H12C25-1,0.263,0.000300069,3.460110743
1Br13Sb13Te13Mo21Se42-1,0.266,1.321438186,1.051692278
1Br13Sb13Te13W21Se42-1,0.007,1.237876337,1.051692278
1As13Cl13Se13H24Si24-1,0.018,2.171198904,1.37343953
1As13Cl13Te13B31N31-1,1.597,4.666851528,1.478712992
1As13Cl13Se13C56H56-1,0.524,3.460110743,1.37343953
1As13Cl13Mo16Te45-1,0.896,0.93183334,1.478712992
1As13Cl13W16Te45-1,0.567,0.727112918,1.478712992
1Br13Sb13In24Te37-1,0.746,1.232646978,1.051692278
1Cl13Sb13In24Te37-1,0.152,1.232646978,1.254939468
2Ga13S13C27H27-1,0.813,3.460110743,2.179815807
2Ga13S13C28-1,0.251,0.000300069,2.179815807
2Ga13Se13C31-1,0.259,0.000300069,1.643848945
1Mo13In14Te14S26-1,0.857,1.58038944,1.232646978
1W13In14Te14S26-1,1.148,1.533624078,1.232646978
1Cd13Mo16Cl26Te32-1,0.694,0.93183334,3.868284768
1Cd13W16Cl26Te32-1,0.358,0.727112918,3.868284768
1Mo13W16Te26S32-1,0.901,0.93183334,1.533624078
1W13Mo16Te26S32-1,0.291,1.58038944,0.727112918
2Te13S16In29-1,0.72,1.232646978,1.675147054
1Mo13Ga18Se18S26-1,1.313,1.58038944,1.764606828
1Mo13Ga18Se18S26-2,1.268,1.58038944,1.643848945
1Cd13Mo19Cl26S38-1,1.626,1.58038944,3.868284768
1Ca13Mo21I26Te42-1,0.957,0.93183334,3.537080409
1Ca13W21I26Te42-1,0.789,0.727112918,3.537080409
1Sn13Mo21I26Te42-1,0.853,0.93183334,1.83661838
1Mo13Cl24Pt24Te26-1,0.442,0.93183334,1.307933334
1Mo13Ga24S24Te26-1,0.824,0.93183334,2.179815807
1Pt13In24S24Se26-1,0.949,1.166654501,1.675147054
1W13Ga24S24Te26-1,0.496,0.727112918,2.179815807
2Zn13W24I26Se48-1,1.272,1.237876337,2.431424985
1Mo13B25N25Te26-1,1.033,4.666851528,0.93183334
1W13B25N25Te26-1,0.871,4.666851528,0.727112918
1Pb13Mo25Br26S50-1,0.949,1.58038944,2.004139519
1Ge13I26B37N37-1,1.999,4.666851528,1.953958364
1Mo13S26C42-1,0.0,0.000300069,1.58038944
1W13S26C42-1,0.001,0.000300069,1.533624078
1Pb13I26Cl42Pt42-1,0.937,1.307933334,1.49944992
1W13Te26C50H50-1,0.809,0.727112918,3.460110743
1W13Te26C54-1,0.0,0.000300069,0.727112918
1Mg13I26C74-1,0.0,0.000300069,3.272822082
1Sn13I26C86-1,0.261,0.000300069,1.83661838
2Mo14H19Si19S28-1,0.831,1.58038944,2.171198904
2W14In19Se47-1,0.773,1.237876337,1.404067454
1As16Br16Te16B39N39-1,1.032,4.666851528,1.237282246
2In16S16Cl19Pt19-1,1.139,1.307933334,1.675147054
2In16S16Cl19Pt19-2,1.122,1.307933334,1.604270826
2H16Si16C39-1,0.0,0.000300069,2.171198904
2In16S16C39-1,0.0,0.000300069,1.675147054
2In16S16C39-2,0.0,0.000300069,1.604270826
